satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,id_employe,age,genre,revenu_mensuel,statut_marital,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion
4,3,4,1,3,4,Non,525,43,M,2258,Marié(e),Consultant,7,3,0,1,1,21,3,Transformation Digitale,Frequent,1
3,3,3,4,3,3,Oui,526,43,F,4522,Divorcé(e),Manager,4,5,0,0,3,8,4,Autre,Occasionnel,0
2,2,4,2,3,3,Oui,527,25,F,4487,Célibataire,Cadre Commercial,1,5,0,0,3,4,2,Infra & Cloud,Occasionnel,1
2,3,3,1,3,3,Oui,529,37,F,4449,Marié(e),Assistant de Direction,3,13,0,2,2,25,5,Transformation Digitale,Aucun,10
4,2,1,3,3,3,Non,530,31,M,2218,Marié(e),Consultant,1,4,0,1,3,1,2,Infra & Cloud,Occasionnel,3
2,3,3,3,3,3,Oui,531,39,M,19197,Divorcé(e),Senior Manager,1,21,0,1,3,1,1,Infra & Cloud,Frequent,1
3,4,1,4,2,3,Non,532,56,F,13212,Marié(e),Cadre Commercial,9,7,0,3,0,6,3,Infra & Cloud,Frequent,7
2,3,3,2,3,3,Non,533,30,F,6577,Célibataire,Cadre Commercial,0,5,0,0,6,12,3,Entrepreunariat,Occasionnel,4
2,4,1,3,3,3,Non,534,41,M,8392,Marié(e),Cadre Commercial,1,10,0,1,2,1,3,Marketing,Occasionnel,0
3,3,1,4,3,3,Non,536,28,M,4558,Divorcé(e),Consultant,1,10,0,1,2,17,2,Transformation Digitale,Occasionnel,1
1,3,1,3,3,3,Non,538,25,M,4031,Marié(e),Consultant,5,2,1,1,5,3,3,Transformation Digitale,Occasionnel,0
4,2,3,3,3,3,Oui,543,52,M,7969,Marié(e),Tech Lead,2,5,0,0,4,3,3,Transformation Digitale,Occasionnel,0
1,3,4,4,2,4,Non,544,45,M,2654,Marié(e),Assistant de Direction,3,2,0,2,3,10,2,Infra & Cloud,Occasionnel,0
4,3,4,4,1,3,Non,546,52,F,16555,Marié(e),Senior Manager,2,5,0,0,2,4,2,Infra & Cloud,Occasionnel,1
1,3,3,2,3,3,Non,547,42,F,4556,Divorcé(e),Assistant de Direction,2,5,0,1,3,29,2,Infra & Cloud,Frequent,0
3,1,4,3,3,4,Non,548,30,F,6091,Célibataire,Tech Lead,2,5,0,0,2,2,3,Infra & Cloud,Occasionnel,0
1,3,1,4,1,3,Non,549,60,F,19566,Marié(e),Senior Manager,5,29,0,0,5,7,3,Infra & Cloud,Occasionnel,11
3,3,3,3,2,3,Non,550,46,F,4810,Divorcé(e),Tech Lead,2,10,0,1,5,18,3,Transformation Digitale,Occasionnel,0
4,2,4,4,4,3,Non,551,42,F,4523,Marié(e),Manager,0,6,0,3,4,28,4,Entrepreunariat,Frequent,0
1,3,2,2,3,3,Oui,554,24,F,3202,Célibataire,Représentant Commercial,1,5,1,0,4,1,1,Entrepreunariat,Occasionnel,1
4,1,3,4,2,3,Non,555,34,F,2351,Divorcé(e),Représentant Commercial,0,2,1,1,3,6,2,Marketing,Frequent,1
4,3,4,3,3,4,Oui,556,38,M,1702,Marié(e),Consultant,1,1,0,1,3,2,2,Infra & Cloud,Frequent,0
3,3,3,4,3,3,Non,558,40,F,18041,Marié(e),Senior Manager,0,20,0,0,2,2,4,Infra & Cloud,Occasionnel,1
1,3,4,2,1,4,Non,560,26,F,2886,Divorcé(e),Assistant de Direction,1,3,0,2,3,23,3,Infra & Cloud,Occasionnel,0
3,3,4,3,1,3,Non,562,30,M,2097,Marié(e),Consultant,4,5,0,1,3,3,3,Infra & Cloud,Aucun,1
2,2,3,3,3,3,Non,564,29,M,11935,Marié(e),Directeur Technique,1,10,0,0,2,3,4,Transformation Digitale,Occasionnel,0
3,2,2,2,4,3,Non,565,29,F,2546,Marié(e),Assistant de Direction,5,2,1,0,2,25,5,Entrepreunariat,Occasionnel,1
1,2,4,3,4,3,Non,566,19,M,2564,Célibataire,Ressources Humaines,1,1,1,0,3,2,2,Entrepreunariat,Occasionnel,0
3,3,1,3,3,3,Non,567,30,F,8412,Marié(e),Cadre Commercial,0,9,0,0,3,22,4,Autre,Aucun,7
1,2,4,3,2,3,Non,568,57,M,14118,Divorcé(e),Senior Manager,3,1,0,1,3,29,3,Marketing,Occasionnel,0
2,2,3,2,3,3,Non,569,50,M,17046,Marié(e),Senior Manager,0,27,0,1,2,29,4,Infra & Cloud,Occasionnel,15
3,3,4,3,2,3,Non,571,30,F,2564,Célibataire,Consultant,0,11,0,0,2,2,3,Transformation Digitale,Aucun,6
3,2,1,4,4,3,Non,573,60,F,10266,Marié(e),Cadre Commercial,4,18,0,0,5,28,3,Marketing,Frequent,13
1,3,4,3,3,3,Non,574,47,F,5070,Divorcé(e),Tech Lead,5,5,0,3,2,2,2,Transformation Digitale,Occasionnel,0
1,3,3,3,1,3,Non,575,46,M,17861,Marié(e),Directeur Technique,6,3,0,0,2,2,3,Infra & Cloud,Occasionnel,0
4,1,3,3,3,3,Non,577,35,M,4230,Célibataire,Consultant,0,5,0,0,2,22,3,Infra & Cloud,Occasionnel,4
3,3,3,3,3,3,Non,578,54,F,3780,Célibataire,Consultant,7,1,0,0,3,8,4,Infra & Cloud,Occasionnel,0
4,2,3,3,3,3,Non,579,34,M,2768,Divorcé(e),Assistant de Direction,3,7,0,1,3,2,4,Infra & Cloud,Occasionnel,5
3,2,4,3,3,3,Oui,580,46,F,9071,Marié(e),Cadre Commercial,2,3,0,1,3,10,3,Marketing,Occasionnel,1
3,3,2,4,4,4,Non,581,31,M,10648,Divorcé(e),Tech Lead,1,13,0,1,6,9,1,Infra & Cloud,Occasionnel,0
2,3,3,4,4,3,Oui,582,33,M,13610,Marié(e),Senior Manager,7,7,1,0,2,15,1,Transformation Digitale,Occasionnel,7
1,1,4,1,3,3,Non,584,33,M,3408,Divorcé(e),Consultant,7,4,1,3,2,10,1,Transformation Digitale,Occasionnel,1
4,3,2,1,3,3,Non,585,30,M,2983,Célibataire,Représentant Commercial,0,3,0,0,3,7,1,Marketing,Occasionnel,1
4,3,3,3,3,3,Oui,586,35,M,7632,Marié(e),Manager,4,8,0,0,2,16,3,Infra & Cloud,Occasionnel,0
1,3,3,1,3,3,Non,587,31,M,9824,Marié(e),Manager,3,1,1,0,2,20,3,Infra & Cloud,Frequent,0
2,3,1,3,3,3,Oui,590,34,F,9950,Divorcé(e),Ressources Humaines,9,3,1,3,2,23,3,Ressources Humaines,Frequent,0
2,3,3,4,3,3,Non,591,42,M,2093,Marié(e),Consultant,4,2,0,1,4,5,2,Autre,Frequent,2
2,3,4,4,2,3,Non,592,36,M,9980,Célibataire,Cadre Commercial,1,10,0,0,3,10,4,Transformation Digitale,Aucun,9
3,2,3,3,3,3,Non,593,22,M,3894,Célibataire,Consultant,5,2,1,0,3,4,1,Entrepreunariat,Frequent,1
2,3,4,1,3,3,Non,595,48,F,4051,Marié(e),Cadre Commercial,2,9,0,1,2,2,5,Marketing,Occasionnel,6
1,3,2,4,3,4,Non,597,55,F,16835,Célibataire,Senior Manager,3,10,0,0,2,18,5,Infra & Cloud,Occasionnel,7
4,3,4,4,3,3,Non,599,41,M,6230,Célibataire,Cadre Commercial,7,14,0,0,3,10,2,Infra & Cloud,Aucun,1
2,3,3,3,3,3,Non,600,35,M,4717,Marié(e),Cadre Commercial,9,11,0,0,2,1,3,Marketing,Occasionnel,6
2,3,3,3,3,3,Non,601,40,F,13237,Célibataire,Tech Lead,7,20,0,0,3,6,3,Infra & Cloud,Occasionnel,5
3,3,3,1,3,3,Non,602,39,F,3755,Marié(e),Consultant,1,8,0,1,3,8,1,Infra & Cloud,Frequent,0
2,3,4,3,4,3,Oui,604,31,M,6582,Célibataire,Cadre Commercial,4,6,0,0,2,2,1,Infra & Cloud,Occasionnel,0
4,3,1,4,2,4,Oui,605,42,M,7406,Marié(e),Tech Lead,1,10,0,1,5,24,3,Transformation Digitale,Occasionnel,5
4,3,2,2,4,3,Non,606,45,M,4805,Marié(e),Cadre Commercial,0,8,0,1,3,2,3,Autre,Occasionnel,3
2,3,3,2,2,3,Oui,608,26,F,2741,Divorcé(e),Ressources Humaines,0,7,1,1,2,17,4,Infra & Cloud,Frequent,1
4,3,4,2,4,3,Non,611,29,M,4262,Divorcé(e),Tech Lead,4,3,0,2,2,19,3,Entrepreunariat,Occasionnel,1
1,4,3,3,3,3,Non,612,33,F,16184,Divorcé(e),Directeur Technique,4,6,0,1,2,1,5,Transformation Digitale,Occasionnel,0
3,2,4,3,2,4,Non,613,31,M,11557,Divorcé(e),Senior Manager,9,5,0,1,3,7,3,Infra & Cloud,Occasionnel,0
2,3,2,4,3,3,Oui,614,18,M,1878,Célibataire,Représentant Commercial,1,0,1,0,3,5,3,Marketing,Frequent,0
3,1,1,3,3,3,Non,615,40,M,10932,Divorcé(e),Cadre Commercial,3,1,0,1,2,28,3,Autre,Aucun,0
1,2,3,1,3,3,Oui,616,41,F,6811,Célibataire,Manager,2,8,0,0,3,2,4,Autre,Aucun,0
1,3,3,1,3,3,Non,618,26,M,4306,Divorcé(e),Cadre Commercial,5,0,0,2,5,29,2,Transformation Digitale,Occasionnel,0
1,3,3,4,3,3,Non,620,35,F,4859,Célibataire,Cadre Commercial,1,5,0,0,3,1,3,Transformation Digitale,Occasionnel,0
4,4,4,4,3,3,Non,621,34,M,5337,Célibataire,Cadre Commercial,1,10,0,0,3,21,4,Infra & Cloud,Occasionnel,5
3,1,4,2,1,3,Oui,622,26,M,2340,Célibataire,Consultant,1,1,1,0,3,24,3,Entrepreunariat,Occasionnel,0
2,3,4,4,4,3,Non,623,37,F,7491,Célibataire,Tech Lead,4,6,0,0,3,1,3,Entrepreunariat,Occasionnel,1
1,3,3,4,2,3,Non,624,46,F,10527,Marié(e),Manager,5,2,0,0,3,18,1,Transformation Digitale,Frequent,1
2,3,1,2,3,3,Non,625,41,F,16595,Marié(e),Senior Manager,7,18,0,1,2,2,5,Infra & Cloud,Occasionnel,11
1,3,2,4,3,3,Non,626,37,M,8834,Divorcé(e),Cadre Commercial,1,9,0,1,6,9,4,Transformation Digitale,Aucun,7
4,3,1,2,3,3,Oui,630,52,M,5577,Divorcé(e),Assistant de Direction,3,10,0,2,3,6,2,Entrepreunariat,Occasionnel,6
4,4,3,4,3,3,Non,631,32,M,4707,Marié(e),Cadre Commercial,8,4,1,0,2,11,4,Autre,Aucun,1
4,3,4,3,3,3,Non,632,24,M,2400,Marié(e),Représentant Commercial,0,2,0,2,3,24,3,Transformation Digitale,Frequent,2
3,3,3,3,3,3,Non,634,38,F,9824,Marié(e),Manager,3,1,0,1,4,10,3,Transformation Digitale,Occasionnel,0
2,3,2,2,2,3,Non,635,37,F,6447,Marié(e),Tech Lead,6,6,0,1,2,1,4,Infra & Cloud,Occasionnel,4
4,2,3,3,3,3,Oui,638,49,M,19502,Divorcé(e),Directeur Technique,1,31,0,1,5,18,4,Infra & Cloud,Occasionnel,0
2,4,4,2,3,3,Oui,639,24,M,2725,Marié(e),Assistant de Direction,1,6,0,2,3,23,3,Transformation Digitale,Occasionnel,1
1,3,2,4,4,4,Non,641,26,M,6272,Marié(e),Cadre Commercial,1,5,0,2,5,28,2,Marketing,Occasionnel,1
4,2,2,4,3,4,Non,643,24,M,2127,Marié(e),Consultant,1,1,0,1,2,17,2,Autre,Occasionnel,0
1,3,2,3,3,3,Non,644,50,M,18200,Marié(e),Senior Manager,1,32,0,1,2,3,3,Transformation Digitale,Frequent,10
2,3,3,3,3,3,Non,645,25,M,2096,Marié(e),Représentant Commercial,1,7,0,0,1,13,1,Transformation Digitale,Occasionnel,0
1,3,3,4,3,3,Oui,647,24,F,2886,Marié(e),Consultant,1,6,1,1,4,7,3,Infra & Cloud,Frequent,1
2,2,1,3,4,3,Non,648,30,M,2033,Marié(e),Représentant Commercial,1,1,1,1,2,12,4,Infra & Cloud,Frequent,0
2,2,4,4,3,3,Oui,649,34,M,3622,Marié(e),Assistant de Direction,1,6,0,1,3,1,2,Infra & Cloud,Occasionnel,1
2,3,1,3,1,3,Non,650,31,M,4233,Divorcé(e),Cadre Commercial,2,3,1,0,2,13,4,Transformation Digitale,Occasionnel,1
1,2,4,4,3,3,Non,652,35,M,3681,Célibataire,Consultant,4,3,0,0,3,25,2,Autre,Occasionnel,0
1,4,4,4,4,4,Non,653,31,M,5460,Divorcé(e),Cadre Commercial,4,7,0,2,4,6,4,Transformation Digitale,Occasionnel,5
1,2,3,3,2,3,Non,655,27,F,2187,Divorcé(e),Assistant de Direction,0,5,0,2,5,6,4,Transformation Digitale,Occasionnel,0
4,3,3,3,2,3,Oui,656,37,M,9602,Marié(e),Cadre Commercial,4,3,0,1,3,2,3,Marketing,Occasionnel,1
4,2,2,4,4,3,Non,657,20,F,2836,Célibataire,Assistant de Direction,1,1,0,0,0,1,3,Infra & Cloud,Occasionnel,0
3,3,4,2,3,3,Non,659,42,F,4089,Marié(e),Manager,1,10,0,2,4,2,4,Infra & Cloud,Occasionnel,2
2,2,4,3,2,3,Oui,661,43,M,16627,Divorcé(e),Directeur Technique,4,1,0,1,3,6,4,Autre,Occasionnel,0
3,3,1,4,2,3,Non,662,38,F,2619,Célibataire,Assistant de Direction,3,0,0,0,3,1,1,Infra & Cloud,Occasionnel,0
4,3,3,2,3,3,Oui,663,43,M,5679,Divorcé(e),Consultant,3,8,0,1,3,9,5,Transformation Digitale,Frequent,4
4,2,1,1,1,3,Non,664,48,F,15402,Marié(e),Senior Manager,7,3,0,1,3,1,4,Infra & Cloud,Occasionnel,0
1,2,3,2,4,3,Non,665,44,F,5985,Célibataire,Ressources Humaines,4,2,0,0,1,1,4,Infra & Cloud,Occasionnel,0
3,3,3,4,3,3,Oui,666,34,F,2579,Divorcé(e),Représentant Commercial,1,8,0,2,3,14,3,Entrepreunariat,Occasionnel,0
3,3,1,2,3,3,Non,667,27,M,3041,Divorcé(e),Représentant Commercial,0,4,1,1,3,2,1,Marketing,Occasionnel,0
3,3,3,3,3,3,Non,669,21,M,3447,Célibataire,Représentant Commercial,1,3,0,0,2,22,1,Entrepreunariat,Occasionnel,1
4,3,4,1,4,3,Oui,671,44,M,19513,Marié(e),Senior Manager,4,2,0,1,2,3,4,Autre,Occasionnel,0
1,3,3,4,3,4,Non,675,22,M,2773,Marié(e),Assistant de Direction,0,2,0,0,3,6,1,Transformation Digitale,Occasionnel,2
3,3,3,4,3,3,Non,677,33,M,7104,Divorcé(e),Cadre Commercial,0,5,0,0,3,8,4,Marketing,Occasionnel,1
1,3,4,4,2,3,Oui,679,32,F,6322,Marié(e),Assistant de Direction,1,6,0,1,2,9,4,Infra & Cloud,Occasionnel,0
3,3,3,3,3,4,Non,680,30,F,2083,Divorcé(e),Assistant de Direction,1,1,0,1,2,3,3,Transformation Digitale,Frequent,0
4,3,1,4,4,4,Non,682,53,F,8381,Célibataire,Cadre Commercial,7,14,0,0,2,1,1,Transformation Digitale,Occasionnel,8
2,3,4,4,2,3,Non,683,34,M,2691,Marié(e),Assistant de Direction,1,10,0,1,4,1,5,Infra & Cloud,Occasionnel,8
1,3,1,4,3,3,Non,684,45,F,4286,Marié(e),Cadre Commercial,2,1,1,2,4,26,4,Infra & Cloud,Frequent,0
3,3,4,3,3,3,Oui,686,26,F,2659,Marié(e),Consultant,1,3,0,1,2,6,3,Infra & Cloud,Occasionnel,0
3,3,3,3,3,3,Non,689,37,M,9434,Marié(e),Tech Lead,1,10,0,1,2,3,3,Autre,Occasionnel,7
2,3,3,1,2,3,Non,690,29,F,5561,Marié(e),Cadre Commercial,1,6,0,1,5,3,2,Transformation Digitale,Occasionnel,1
2,1,4,2,3,3,Non,691,35,M,6646,Célibataire,Assistant de Direction,1,17,0,0,3,6,4,Infra & Cloud,Occasionnel,11
3,3,4,3,1,4,Non,692,33,M,7725,Divorcé(e),Manager,3,13,0,1,2,6,3,Infra & Cloud,Frequent,4
3,3,2,3,4,3,Non,698,54,M,10725,Marié(e),Ressources Humaines,2,9,0,1,1,19,4,Transformation Digitale,Occasionnel,7
2,2,2,3,3,3,Oui,699,36,M,8847,Divorcé(e),Tech Lead,2,3,0,1,2,9,2,Transformation Digitale,Occasionnel,0
1,2,4,4,3,3,Non,700,27,M,2045,Célibataire,Assistant de Direction,0,4,0,0,0,3,4,Transformation Digitale,Occasionnel,1
4,3,3,4,3,3,Oui,701,20,M,1009,Célibataire,Assistant de Direction,1,1,1,0,5,10,1,Transformation Digitale,Occasionnel,1
1,3,1,1,3,3,Oui,702,33,M,3348,Célibataire,Assistant de Direction,1,10,1,0,3,3,3,Infra & Cloud,Frequent,9
3,2,3,3,3,3,Non,704,35,M,1281,Marié(e),Consultant,1,1,0,2,3,3,3,Infra & Cloud,Aucun,0
1,4,1,1,4,3,Non,705,23,M,2819,Marié(e),Assistant de Direction,2,3,0,1,3,4,3,Transformation Digitale,Occasionnel,0
4,4,2,3,3,4,Non,707,25,M,4851,Marié(e),Cadre Commercial,0,3,0,1,4,8,3,Infra & Cloud,Occasionnel,1
4,2,4,1,3,4,Non,709,38,F,4028,Célibataire,Cadre Commercial,0,7,0,0,2,7,4,Marketing,Occasionnel,0
2,1,4,4,3,3,Non,710,29,M,2720,Divorcé(e),Assistant de Direction,1,10,0,1,5,1,4,Infra & Cloud,Frequent,2
2,4,2,4,3,3,Non,712,48,M,8120,Marié(e),Cadre Commercial,3,2,0,0,3,2,1,Marketing,Occasionnel,2
4,4,4,2,3,4,Oui,714,27,F,4647,Divorcé(e),Cadre Commercial,1,6,0,2,3,3,1,Transformation Digitale,Frequent,0
4,4,4,1,3,3,Non,715,37,M,4680,Célibataire,Assistant de Direction,3,1,0,0,2,10,2,Infra & Cloud,Occasionnel,0
4,4,3,3,3,3,Oui,716,50,M,3221,Marié(e),Consultant,1,20,0,3,3,28,1,Transformation Digitale,Occasionnel,3
4,2,2,2,4,3,Non,717,34,F,8621,Célibataire,Manager,1,8,0,0,3,9,3,Transformation Digitale,Occasionnel,7
1,3,3,1,3,3,Non,720,24,F,4577,Célibataire,Cadre Commercial,9,2,1,0,3,3,2,Infra & Cloud,Occasionnel,2
4,2,3,1,3,3,Non,721,39,F,4553,Célibataire,Manager,1,20,0,0,4,2,4,Entrepreunariat,Occasionnel,11
4,3,4,4,2,3,Non,722,32,M,5396,Célibataire,Cadre Commercial,1,10,0,0,2,10,3,Marketing,Occasionnel,0
2,3,3,1,3,3,Oui,723,50,M,6796,Marié(e),Cadre Commercial,3,4,1,1,4,8,2,Entrepreunariat,Frequent,1
2,4,4,3,2,3,Non,724,38,F,7625,Célibataire,Manager,0,9,0,0,4,1,4,Infra & Cloud,Occasionnel,1
3,3,1,4,3,3,Non,725,27,F,7412,Marié(e),Tech Lead,1,9,0,0,3,1,2,Infra & Cloud,Occasionnel,0
3,3,4,4,3,3,Non,727,32,F,11159,Célibataire,Directeur Technique,3,7,0,0,6,3,2,Infra & Cloud,Occasionnel,7
4,3,1,4,3,3,Non,728,47,M,4960,Célibataire,Cadre Commercial,2,7,0,0,2,14,4,Marketing,Occasionnel,1
4,2,1,3,3,4,Oui,729,40,M,10475,Marié(e),Cadre Commercial,5,18,0,1,2,5,4,Infra & Cloud,Frequent,1
3,4,3,3,3,3,Non,730,53,M,14814,Marié(e),Directeur Technique,3,5,0,0,3,7,3,Infra & Cloud,Occasionnel,1
2,2,4,2,2,3,Non,731,41,M,19141,Divorcé(e),Senior Manager,3,21,0,3,2,10,4,Ressources Humaines,Occasionnel,12
1,3,1,4,3,3,Non,732,60,M,5405,Célibataire,Cadre Commercial,8,2,0,0,1,16,4,Marketing,Occasionnel,2
4,3,1,3,2,4,Non,733,27,M,8793,Divorcé(e),Tech Lead,1,9,0,2,4,10,2,Infra & Cloud,Frequent,1
4,2,3,2,3,3,Non,734,41,M,19189,Marié(e),Senior Manager,1,22,0,1,3,1,3,Ressources Humaines,Occasionnel,2
4,3,2,4,3,3,Non,738,50,M,3875,Marié(e),Représentant Commercial,7,2,0,1,2,8,4,Marketing,Occasionnel,2
1,1,2,4,3,3,Oui,741,28,F,2216,Célibataire,Assistant de Direction,7,7,1,0,4,1,2,Infra & Cloud,Occasionnel,3
1,4,1,1,3,3,Non,742,36,F,11713,Marié(e),Directeur Technique,9,8,0,1,2,8,3,Infra & Cloud,Aucun,0
3,3,3,4,4,3,Oui,743,38,F,7861,Célibataire,Tech Lead,4,1,0,0,4,1,3,Infra & Cloud,Occasionnel,0
1,1,3,3,3,3,Non,744,44,M,3708,Célibataire,Consultant,2,5,0,0,5,24,3,Transformation Digitale,Aucun,1
4,3,3,4,2,3,Oui,746,47,F,13770,Divorcé(e),Cadre Commercial,9,22,0,2,2,3,3,Transformation Digitale,Frequent,11
3,3,4,4,2,4,Non,747,30,M,5304,Divorcé(e),Cadre Commercial,7,8,0,1,2,27,5,Marketing,Occasionnel,7
3,3,3,3,3,3,Non,749,29,M,2642,Célibataire,Représentant Commercial,1,1,0,0,6,10,3,Infra & Cloud,Occasionnel,0
3,4,3,4,3,3,Oui,752,42,M,2759,Divorcé(e),Assistant de Direction,6,2,1,0,2,19,3,Transformation Digitale,Frequent,2
4,2,4,3,3,3,Non,754,43,M,6804,Marié(e),Cadre Commercial,3,2,0,1,5,15,3,Infra & Cloud,Frequent,2
2,3,3,4,3,3,Non,757,34,F,6142,Célibataire,Manager,3,5,0,0,2,8,2,Transformation Digitale,Occasionnel,4
2,3,1,4,4,3,Non,758,23,M,2500,Marié(e),Consultant,1,4,0,1,2,9,1,Transformation Digitale,Occasionnel,0
3,4,2,3,1,3,Non,760,39,F,6389,Marié(e),Ressources Humaines,9,8,0,1,3,3,3,Ressources Humaines,Occasionnel,3
3,3,4,3,2,3,Non,762,56,M,11103,Marié(e),Manager,7,10,0,0,1,9,3,Transformation Digitale,Occasionnel,1
4,2,4,4,2,4,Oui,763,40,F,2342,Célibataire,Assistant de Direction,0,4,0,0,2,2,1,Transformation Digitale,Occasionnel,2
4,2,1,1,1,3,Non,764,27,F,6811,Célibataire,Manager,8,7,0,0,2,7,3,Transformation Digitale,Occasionnel,0
4,3,2,4,3,3,Non,766,29,M,2297,Divorcé(e),Représentant Commercial,1,2,0,2,2,10,3,Marketing,Occasionnel,2
4,3,4,4,3,3,Non,769,53,M,2450,Célibataire,Consultant,2,2,0,0,4,6,3,Infra & Cloud,Occasionnel,2
4,3,1,1,4,3,Non,771,35,F,5093,Divorcé(e),Manager,2,1,0,1,2,2,4,Infra & Cloud,Aucun,0
1,3,4,4,3,3,Non,772,32,M,5309,Marié(e),Consultant,1,10,0,2,2,24,4,Infra & Cloud,Frequent,4
4,3,3,2,1,3,Oui,773,38,M,3057,Marié(e),Assistant de Direction,6,1,0,1,0,2,5,Transformation Digitale,Occasionnel,0
2,3,1,3,3,3,Non,775,34,F,5121,Divorcé(e),Tech Lead,3,0,0,1,3,8,5,Infra & Cloud,Occasionnel,0
3,2,1,1,4,3,Non,776,52,M,16856,Marié(e),Senior Manager,1,34,0,0,3,3,4,Marketing,Occasionnel,1
4,3,4,3,2,3,Oui,780,33,M,2686,Célibataire,Assistant de Direction,1,10,1,0,2,1,4,Autre,Occasionnel,7
3,3,4,2,2,4,Non,781,25,F,6180,Célibataire,Cadre Commercial,1,6,0,0,5,26,1,Transformation Digitale,Occasionnel,1
2,1,3,1,3,3,Non,783,45,M,6632,Célibataire,Représentant Commercial,0,8,0,0,3,2,2,Entrepreunariat,Occasionnel,3
1,4,3,4,3,3,Non,784,23,M,3505,Célibataire,Assistant de Direction,1,2,0,0,3,10,1,Transformation Digitale,Occasionnel,0
2,4,3,4,3,3,Oui,785,47,F,6397,Célibataire,Cadre Commercial,4,5,1,0,2,27,2,Infra & Cloud,Frequent,1
4,3,4,3,3,4,Non,786,34,M,6274,Célibataire,Cadre Commercial,1,6,0,0,5,2,3,Autre,Occasionnel,1
4,3,1,4,3,3,Oui,787,55,M,19859,Marié(e),Senior Manager,5,5,1,1,2,2,3,Transformation Digitale,Occasionnel,1
1,2,1,2,3,3,Non,789,36,M,7587,Célibataire,Cadre Commercial,1,10,0,0,1,8,4,Infra & Cloud,Aucun,0
4,3,4,1,3,3,Non,791,52,M,4258,Marié(e),Assistant de Direction,0,4,0,1,3,19,4,Transformation Digitale,Aucun,1
1,1,4,1,3,3,Non,792,26,F,4364,Divorcé(e),Consultant,3,2,0,1,2,1,2,Infra & Cloud,Frequent,2
2,3,3,1,2,3,Non,793,29,F,4335,Marié(e),Manager,4,8,0,1,3,27,3,Transformation Digitale,Occasionnel,1
4,2,1,3,2,3,Non,796,26,M,5326,Célibataire,Cadre Commercial,6,4,1,0,2,8,3,Entrepreunariat,Occasionnel,1
2,4,4,3,3,3,Non,797,34,F,3280,Célibataire,Assistant de Direction,2,4,0,0,2,1,4,Infra & Cloud,Occasionnel,1
4,3,1,2,3,3,Oui,799,54,F,5485,Divorcé(e),Tech Lead,9,5,0,2,4,19,4,Transformation Digitale,Occasionnel,1
3,3,4,2,3,3,Non,800,27,M,4342,Marié(e),Cadre Commercial,0,4,0,1,3,8,1,Marketing,Frequent,1
4,3,1,2,2,3,Oui,802,37,F,2782,Divorcé(e),Assistant de Direction,0,5,0,2,3,10,1,Infra & Cloud,Occasionnel,4
1,4,1,4,3,3,Oui,803,38,F,5980,Célibataire,Tech Lead,6,15,0,0,2,2,4,Infra & Cloud,Frequent,4
3,2,1,3,3,3,Non,804,34,F,4381,Célibataire,Assistant de Direction,1,6,0,0,3,2,4,Transformation Digitale,Occasionnel,1
1,3,4,2,2,3,Non,805,35,F,2572,Marié(e),Représentant Commercial,1,3,0,1,1,8,4,Infra & Cloud,Occasionnel,0
4,1,3,3,3,4,Non,806,30,M,3833,Marié(e),Consultant,3,2,0,2,2,1,3,Infra & Cloud,Occasionnel,0
3,4,2,4,3,4,Non,807,40,F,4244,Marié(e),Manager,1,8,0,1,2,2,2,Transformation Digitale,Frequent,3
3,3,1,2,3,3,Non,808,34,F,6500,Marié(e),Cadre Commercial,5,3,0,1,1,8,2,Infra & Cloud,Occasionnel,1
2,3,4,2,2,3,Non,809,42,M,18430,Divorcé(e),Senior Manager,1,24,0,1,4,8,3,Infra & Cloud,Frequent,14
3,4,1,3,3,4,Oui,811,23,M,1601,Marié(e),Consultant,1,0,1,2,2,6,3,Infra & Cloud,Occasionnel,0
3,2,2,3,3,3,Non,812,24,M,2694,Divorcé(e),Consultant,1,1,0,3,4,9,3,Infra & Cloud,Aucun,0
4,3,3,2,3,4,Non,813,52,F,3149,Marié(e),Consultant,8,5,0,1,3,11,4,Infra & Cloud,Occasionnel,1
3,3,3,4,3,3,Non,815,50,M,17639,Marié(e),Directeur Technique,5,4,0,0,3,2,3,Transformation Digitale,Occasionnel,0
2,2,1,4,3,3,Oui,816,29,F,2319,Marié(e),Consultant,1,1,1,1,1,1,2,Infra & Cloud,Occasionnel,0
3,3,3,4,4,3,Non,817,33,M,11691,Marié(e),Directeur Technique,0,13,0,0,3,7,3,Transformation Digitale,Occasionnel,3
1,3,1,3,3,3,Non,819,33,F,5324,Célibataire,Cadre Commercial,5,3,1,0,3,16,3,Marketing,Occasionnel,0
3,3,4,3,2,3,Oui,820,47,F,16752,Marié(e),Senior Manager,1,26,0,1,3,2,2,Autre,Occasionnel,3
3,3,2,1,3,3,Non,823,36,F,5228,Marié(e),Tech Lead,0,9,0,1,2,1,3,Autre,Occasionnel,0
3,4,3,3,3,4,Non,824,29,M,2700,Marié(e),Assistant de Direction,1,10,0,1,3,23,2,Infra & Cloud,Occasionnel,0
